subscription_id,user_id,plan_id,start_date_id,end_date_id,status,cancellation_reason,duration_days
631,471,1,20240811,20240910,Expired,,30
632,471,3,20240915,20241231,Active,,107
633,472,3,20230317,20230615,Cancelled,,90
634,473,2,20230512,20230611,Cancelled,No longer needed,30
635,474,2,20230513,20240507,Expired,,360
636,475,2,20230508,20230607,Expired,,30
637,476,1,20231127,20240225,Expired,,90
638,477,2,20240615,20241231,Active,,199
639,478,2,20241012,20241231,ctive,,80
640,479,2,20240921,20241231,Active,,101
641,480,3,20240829,20241231,Active,,124
642,481,2,20240911,20241231,Active,,111
643,482,3,20230130,20230301,Expired,,30
644,482,3,20230316,20230912,Expired,,180
645,482,3,20230929,20231029,Expired,,30
646,483,3,20240813,20240912,Expired,,30
647,483,1,20240921,20241231,Active,,101
648,484,4,20240302,20241231,Active,,304
649,485,2,20241004,20241231,ctive,,88
650,486,3,20240509,20240608,Expired,,30
651,486,2,20240619,20241216,xpired,,180
652,486,3,20241226,20241231,Active,,5
653,487,1,20231101,20231201,xpired,,30
654,488,4,20240326,20240922,Expired,,180
655,489,2,20240913,20241231,Active,,109
656,490,1,20231220,20240119,Expired,,30
657,490,2,20240127,20240226,Expired,,30
658,490,1,20240228,20240528,Cancelled,,90
659,491,4,20240729,20241231,Active,,155
660,492,4,20231001,20231031,Cancelled,Switched to competitor,30
661,493,3,20231025,20240422,Cancelled,Switched to competitor,180
662,494,4,20230613,20231210,Cancelled,,180
663,495,4,20230714,20240110,Expired,,180
664,496,2,20240525,20241121,Expired,,180
665,496,3,20241207,20241231,Active,,24
666,497,4,20240207,20240507,Expired,,90
667,497,3,20240517,20240616,xpired,,30
668,498,1,20240820,20240919,Expired,,30
669,498,3,20241002,20241101,Cancelled,Too expensive,30
670,499,2,20240903,20241202,xpired,,90
671,499,2,20241209,20241231,Active,,22
672,500,3,20230109,20230409,ancelled,Too expensive,90
673,501,1,20240110,20241231,Active,,356
674,502,4,20240806,20241231,Active,,147
675,503,3,20230317,20230615,Expired,,90
676,504,4,20231014,20241008,Expired,,360
677,505,4,20230410,20230510,Expired,,30
678,506,3,20240725,20241231,Active,,159
679,507,2,20240605,20240903,Expired,,90
680,507,3,20240908,20241207,Expired,,90
681,507,2,20241209,20241231,Active,,22
682,508,2,20230521,20230620,Expired,,30
683,509,2,20240412,20240512,Expired,,30
684,509,1,20240531,20240630,Cancelled,Too expensive,30
685,510,2,20231202,20240530,Cancelled,Switched to competitor,180
686,511,4,20240923,20241222,Expired,,90
687,511,4,20241227,20241231,Active,,4
688,512,2,20240603,20240703,Expired,,30
689,513,3,20231103,20240201,Expired,,90
690,514,4,20241120,20241220,Expired,,30
691,515,2,20241205,20241231,Active,,26
692,516,4,20241102,20241231,Active,,59
693,517,2,20240820,20241231,Active,,133
694,518,4,20240926,20241026,Cancelled,Technical issues,30
695,519,2,20230202,20230304,xpired,,30
696,519,2,20230309,20240303,Expired,,360
697,519,2,20240322,20240918,Expired,,180
698,520,3,20230120,20240115,Expired,,360
699,520,2,20240124,20241231,Active,,342
700,521,3,20241208,20241231,Active,,23
701,522,2,20240427,20240726,xpired,,90
702,523,1,20240615,20241212,Expired,,180
703,523,4,20241226,20241231,ctive,,5
704,524,1,20240504,20241231,Active,,241
705,525,4,20240415,20241231,Active,,260
706,526,2,20241128,20241231,Active,,33
707,527,4,20240510,20240609,Cancelled,Switched to competitor,30
708,528,1,20231102,20240131,Expired,,90
709,528,4,20240219,20241231,Active,,316
710,529,2,20231023,20240420,Expired,,180
711,530,2,20231121,20231221,Cancelled,Not enough content,30
712,531,4,20231008,20231107,Expired,,30
713,532,3,20240124,20241231,Active,,342
714,533,4,20230530,20230828,Expired,,90
715,533,3,20230908,20231008,Cancelled,,30
716,534,2,20230322,20230421,Cancelled,No longer needed,30
717,535,1,20240505,20241231,Active,,240
718,536,4,20240729,20240828,Cancelled,Switched to competitor,30
719,537,1,20240823,20240922,Expired,,30
720,538,3,20240627,20240727,Cancelled,Technical issues,30
721,539,2,20240228,20240329,Expired,,30
722,539,1,20240404,20241231,Active,,271
723,540,1,20230521,20230620,Expired,,30
724,541,1,20230611,20230711,Cancelled,Switched to competitor,30
725,542,2,20240502,20240601,Expired,,30
726,542,4,20240615,20241212,Expired,,180
727,543,1,20231022,20231121,Cancelled,,30
728,544,1,20230402,20230502,Expired,,30
729,545,3,20230208,20240203,Expired,,360
730,546,2,20230207,20230309,Cancelled,Technical issues,30
731,547,2,20231024,20241018,Expired,,360
732,547,4,20241023,20241231,Active,,69
733,548,2,20230420,20230719,Cancelled,Not enough content,90
734,549,4,20240710,20241231,ctive,,174
735,550,3,20240531,20240630,ancelled,No longer needed,30
736,551,2,20231205,20240304,Expired,,90
737,551,4,20240315,20240414,Expired,,30
738,551,1,20240504,20240603,Expired,,30
739,552,2,20230710,20240704,Expired,,360
740,553,2,20240804,20241231,Active,,149
741,554,3,20241016,20241231,ctive,,76
742,555,4,20230330,20230628,Expired,,90
743,556,3,20230524,20230623,Expired,,30
744,556,1,20230627,20230727,Expired,,30
745,557,1,20230925,20231224,Expired,,90
746,558,4,20231204,20240303,Expired,,90
747,558,1,20240322,20240918,Expired,,180
748,559,4,20230925,20240919,Cancelled,Technical issues,360
749,560,1,20241114,20241231,Active,,47
750,561,1,20241203,20241231,Active,,28
751,562,1,20231115,20231215,Cancelled,Too expensive,30
752,563,4,20231030,20241024,Expired,,360
753,564,4,20230517,20230815,xpired,,90
754,565,3,20240912,20241211,Cancelled,Switched to competitor,90
755,566,4,20240427,20240527,Expired,,30
756,566,4,20240604,20241201,Expired,,180
757,566,1,20241202,20241231,Active,,29
758,567,2,20230911,20231011,Expired,,30
759,568,2,20230325,20230424,Expired,,30
760,568,1,20230502,20231029,Expired,,180
761,568,1,20231114,20241108,Cancelled,Not enough content,360
762,569,4,20230321,20230420,Cancelled,Too expensive,30
763,570,3,20240601,20240701,Expired,,30
764,571,4,20231202,20240530,Cancelled,Too expensive,180
765,572,3,20240820,20240919,Expired,,30
766,572,3,20240928,20241231,Active,,94
767,573,4,20230226,20230328,Expired,,30
768,573,1,20230403,20230503,Expired,,30
769,574,3,20240731,20241231,Active,,153
770,575,4,20231112,20231212,Expired,,30
771,575,1,20231229,20240328,Expired,,90
772,575,4,20240403,20240503,Expired,,30
773,576,3,20230104,20230703,Expired,,180
774,577,1,20240309,20240408,Expired,,30
775,578,4,20230303,20230402,Expired,,30
776,578,4,20230410,20231007,Expired,,180
777,578,3,20231016,20241010,Cancelled,Not enough content,360
778,579,4,20231021,20241015,Expired,,360
779,579,1,20241029,20241231,Active,,63
780,580,2,20241018,20241231,Active,,74
781,581,1,20240127,20241231,Active,,339
782,582,3,20240120,20241231,Active,,346
783,583,3,20240706,20240805,Cancelled,Too expensive,30
784,584,4,20230702,20231229,Expired,,180
785,585,2,20230817,20230916,Expired,,30
786,585,4,20231004,20231103,xpired,,30
787,586,3,20240419,20240519,xpired,,30
788,587,2,20240124,20240223,Expired,,30
789,587,4,20240224,20240822,Expired,,180
790,588,3,20231010,20240407,Cancelled,No longer needed,180
791,589,4,20230426,20230526,Cancelled,No longer needed,30
792,590,2,20230117,20230216,Expired,,30
793,590,4,20230217,20240212,Expired,,360
794,591,1,20230204,20230306,Expired,,30
795,592,3,20230219,20230321,Expired,,30
796,592,1,20230407,20230507,Cancelled,,30
797,593,1,20230828,20240224,Expired,,180
798,594,3,20230227,20240222,Expired,,360
799,594,4,20240224,20240524,Cancelled,Switched to competitor,90
800,595,4,20240812,20241110,Expired,,90
801,596,4,20231125,20241119,Cancelled,Too expensive,360
802,597,1,20241107,20241231,Active,,54
803,598,4,20230304,20230602,Expired,,90
804,598,2,20230604,20230704,Cancelled,Not enough content,30
805,599,1,20230629,20230729,Expired,,30
806,600,3,20230218,20230320,Expired,,30
807,601,2,20240621,20241218,xpired,,180
808,602,1,20231104,20240202,Cancelled,,90
809,603,3,20230904,20231004,Expired,,30
810,603,1,20231017,20240115,Expired,,90
811,604,2,20240419,20240519,Expired,,30
812,604,2,20240605,20240903,xpired,,90
813,605,4,20240724,20240823,Cancelled,Too expensive,30
814,606,3,20230728,20240722,Cancelled,Technical issues,360
815,607,4,20240115,20240214,Expired,,30
816,607,3,20240301,20240331,Cancelled,Too expensive,30
817,608,1,20230222,20230821,Cancelled,,180
818,609,4,20230210,20230511,Expired,,90
819,610,2,20241118,20241231,Active,,43
820,611,2,20231207,20241201,Cancelled,,360
821,612,4,20230714,20240110,Cancelled,,180
822,613,4,20240505,20240604,Expired,,30
823,613,1,20240606,20240904,Cancelled,Not enough content,90
824,614,3,20240211,20241231,Active,,324
825,615,4,20240125,20240224,Cancelled,,30
826,616,3,20230925,20231025,Expired,,30
827,616,3,20231026,20240124,Expired,,90
828,617,1,20230411,20230511,Cancelled,No longer needed,30
829,618,2,20230728,20231026,Cancelled,Not enough content,90
830,619,1,20230815,20230914,Expired,,30
831,620,4,20240821,20241231,Active,,132
832,621,1,20230720,20240714,Expired,,360
833,621,1,20240722,20241231,Active,,162
834,622,4,20230909,20240307,Expired,,180
835,622,1,20240311,20240609,Cancelled,No longer needed,90
836,623,2,20231212,20240311,Expired,,90
837,624,4,20241019,20241231,Active,,73
838,625,2,20231227,20241221,ancelled,,360
839,626,4,20230708,20240702,xpired,,360
840,626,3,20240704,20241002,Expired,,90
841,626,1,20241012,20241111,Cancelled,Switched to competitor,30
842,627,1,20240620,20241217,Expired,,180
843,628,1,20241115,20241231,Active,,46
844,629,1,20241007,20241106,Expired,,30
845,630,4,20230812,20230911,Expired,,30
846,631,2,20241015,20241114,Expired,,30
847,632,1,20241106,20241231,Active,,55
848,633,3,20240226,20240327,Expired,,30
849,633,3,20240414,20240514,Cancelled,,30
850,634,4,20240702,20241229,Active,,180
851,635,3,20241121,20241221,Expired,,30
852,635,3,20241230,20241231,Active,,1
853,636,4,20230420,20230719,Expired,,90
854,637,3,20240926,20241225,Expired,,90
855,638,1,20240211,20240809,Expired,,180
856,638,3,20240820,20241231,Active,,133
857,639,2,20240801,20241231,ctive,,152
858,640,1,20241201,20241231,ctive,,30
859,641,3,20230202,20230304,Expired,,30
860,641,4,20230304,20230403,Expired,,30
861,642,3,20240502,20240601,Expired,,30
862,643,4,20230326,20230922,Cancelled,Switched to competitor,180
863,644,1,20231206,20240603,Cancelled,Not enough content,180
864,645,1,20240624,20240922,Expired,,90
865,646,4,20241209,20241231,Active,,22
866,647,1,20230318,20230417,Expired,,30
867,647,4,20230503,20231030,Expired,,180
868,648,2,20240731,20240830,Cancelled,,30
869,649,3,20231119,20240517,Cancelled,,180
870,650,4,20241230,20241231,Active,,1
871,651,1,20240731,20240830,Expired,,30
872,651,4,20240906,20241205,Expired,,90
873,651,4,20241216,20241231,Active,,15
874,652,2,20241124,20241231,Active,,37
875,653,3,20230524,20230623,Cancelled,Technical issues,30
876,654,3,20231221,20240320,Cancelled,,90
877,655,3,20230319,20230617,Expired,,90
878,655,2,20230627,20230727,Expired,,30
879,655,1,20230729,20230828,Expired,,30
880,656,3,20240901,20241231,Active,,121
881,657,1,20241011,20241231,Active,,81
882,658,2,20230822,20230921,Expired,,30
883,658,2,20231011,20240408,Cancelled,Technical issues,180
884,659,4,20230710,20230809,Expired,,30
885,660,1,20240925,20241231,Active,,97
886,661,4,20230326,20230425,Expired,,30
887,662,2,20241011,20241110,ancelled,Technical issues,30
888,663,2,20230420,20230719,Expired,,90
889,664,3,20240104,20240203,Cancelled,Not enough content,30
890,665,4,20240317,20240913,Expired,,180
891,665,1,20240929,20241231,Active,,93
892,666,3,20230416,20230715,Cancelled,,90
893,667,2,20240903,20241231,Active,,119
894,668,4,20230113,20240108,Expired,,360
895,669,1,20240726,20240825,Expired,,30
896,670,2,20240125,20241231,Active,,341
897,671,3,20240519,20241231,Active,,226
898,672,4,20240307,20241231,Active,,299
899,673,1,20230915,20231214,xpired,,90
900,674,2,20240923,20241231,Active,,99
901,675,3,20230107,20230706,Cancelled,Not enough content,180
902,676,4,20231204,20240303,Cancelled,Switched to competitor,90
903,677,2,20241028,20241231,Active,,64
904,678,2,20241212,20241231,Active,,19
905,679,4,20240212,20240313,xpired,,30
906,679,2,20240318,20240417,Expired,,30
907,680,2,20240517,20240616,Cancelled,Too expensive,30
908,681,2,20231015,20231114,Cancelled,Too expensive,30
909,682,4,20230724,20240120,Expired,,180
910,682,1,20240123,20240222,Expired,,30
911,682,4,20240313,20240909,Cancelled,Not enough content,180
912,683,3,20240717,20241231,Active,,167
913,684,3,20241226,20241231,Active,,5
914,685,1,20241210,20241231,Active,,21
915,686,2,20240223,20240324,Cancelled,,30
916,687,3,20230905,20231005,Expired,,30
917,687,1,20231011,20240408,Expired,,180
918,688,1,20240122,20240421,Expired,,90
919,689,4,20240819,20241231,Active,,134
920,690,1,20241209,20241231,Active,,22
921,691,4,20240104,20240403,Cancelled,Too expensive,90
922,692,3,20241015,20241231,Active,,77
923,693,3,20241111,20241211,Expired,,30
924,694,4,20240730,20241231,Active,,154
925,695,3,20231206,20241130,Expired,,360
926,695,1,20241216,20241231,Active,,15
927,696,4,20230816,20240810,ancelled,Switched to competitor,360
928,697,4,20241205,20241231,ctive,,26
929,698,1,20240419,20241231,Active,,256
930,699,1,20231220,20240617,Expired,,180
931,700,4,20230329,20240323,Expired,,360
932,700,3,20240323,20241231,ctive,,283
933,701,4,20231223,20240620,Cancelled,Technical issues,180
934,702,2,20240617,20241214,Expired,,180
935,703,4,20241214,20241231,Active,,17
936,704,4,20241228,20241231,Active,,3
937,705,3,20230422,20230522,Expired,,30
938,706,3,20230907,20240901,Cancelled,Not enough content,360
939,707,3,20240727,20240826,Expired,,30
940,708,4,20240219,20241231,Active,,316
941,709,1,20240318,20241231,Active,,288
942,710,2,20230722,20231020,Expired,,90
943,710,4,20231107,20231207,Expired,,30
944,711,4,20241222,20241231,Active,,9
945,712,3,20230306,20230604,Cancelled,Switched to competitor,90
946,713,3,20230711,20231009,ancelled,Too expensive,90
947,714,2,20230926,20231026,Expired,,30
948,715,4,20241016,20241115,Expired,,30
949,716,1,20240824,20241231,Active,,129
950,717,4,20240924,20241223,Expired,,90
951,718,2,20231101,20231201,Expired,,30
952,718,4,20231209,20240108,Expired,,30
953,719,3,20231117,20240215,Cancelled,Not enough content,90
954,720,2,20240118,20240217,Expired,,30
955,721,1,20240902,20241002,Expired,,30
956,721,4,20241004,20241231,Active,,88
957,722,1,20240513,20241109,Cancelled,,180
958,723,1,20230627,20230727,Cancelled,,30
959,724,2,20230711,20240107,Expired,,180
960,725,3,20240103,20240202,Expired,,30
961,726,3,20240129,20240228,Expired,,30
962,727,1,20241202,20241231,Active,,29
963,728,1,20240515,20241111,Expired,,180
964,728,3,20241124,20241224,Cancelled,,30
965,729,1,20230814,20240808,xpired,,360
966,730,3,20231023,20231122,Expired,,30
967,731,4,20240522,20241118,Expired,,180
968,731,2,20241206,20241231,Active,,25
969,732,4,20231002,20231101,Expired,,30
970,733,2,20230212,20230811,Cancelled,No longer needed,180
971,734,2,20240311,20240410,Cancelled,,30
972,735,4,20230911,20231011,Expired,,30
973,736,2,20230927,20231226,Expired,,90
974,736,2,20240111,20240410,Expired,,90
975,737,1,20230501,20231028,Expired,,180
976,737,4,20231114,20231214,Expired,,30
977,738,2,20241206,20241231,Active,,25
978,739,2,20240314,20241231,Active,,292
979,740,4,20230731,20231029,Expired,,90
980,741,3,20240903,20241202,Cancelled,,90
981,742,4,20231027,20240125,Expired,,90
982,742,3,20240204,20240305,xpired,,30
983,742,2,20240317,20240416,Expired,,30
984,743,1,20240610,20241231,Active,,204
985,744,1,20240226,20240327,Expired,,30
986,745,1,20230510,20230609,Expired,,30
987,745,1,20230611,20231208,Expired,,180
988,746,1,20241229,20241231,ctive,,2
989,747,4,20241123,20241231,Active,,38
990,748,2,20231003,20231102,Expired,,30
991,749,3,20241010,20241231,Active,,82
992,750,1,20241212,20241231,Active,,19
993,751,4,20240818,20241116,Expired,,90
994,752,1,20230406,20230506,Expired,,30
995,752,1,20230519,20230618,xpired,,30
996,752,2,20230628,20230728,xpired,,30
997,753,3,20241215,20241231,Active,,16
998,754,3,20240212,20240313,Expired,,30
999,754,4,20240314,20240413,Expired,,30
1000,754,2,20240419,20241016,Expired,,180
1001,755,3,20240521,20240620,Expired,,30
1002,756,1,20240714,20240813,Expired,,30
1003,756,2,20240822,20241120,Expired,,90
1004,757,1,20231218,20240117,Cancelled,Switched to competitor,30
1005,758,4,20241003,20241102,Expired,,30
1006,758,1,20241111,20241211,Expired,,30
1007,759,1,20230611,20230711,xpired,,30
1008,760,2,20240314,20241231,Active,,292
1009,761,3,20241027,20241231,ctive,,65
1010,762,3,20231008,20240405,Cancelled,Too expensive,180
1011,763,1,20240116,20240215,Cancelled,,30
1012,764,1,20240210,20240311,Expired,,30
1013,764,4,20240325,20240623,Expired,,90
1014,764,4,20240630,20241231,Active,,184
1015,765,2,20230828,20240822,xpired,,360
1016,766,2,20230102,20230201,Cancelled,,30
1017,767,3,20230820,20231118,Cancelled,Switched to competitor,90
1018,768,1,20241213,20241231,Active,,18
1019,769,3,20240308,20240606,Cancelled,,90
1020,770,4,20240128,20241231,Active,,338
1021,771,2,20231117,20241111,Expired,,360
1022,772,3,20230517,20230815,Expired,,90
1023,773,1,20240627,20241224,Expired,,180
1024,774,1,20240326,20241231,Active,,280
1025,775,2,20230605,20230705,Cancelled,Not enough content,30
1026,776,4,20230811,20230910,Expired,,30
1027,777,3,20230507,20230805,Expired,,90
1028,778,3,20240315,20241231,Active,,291
1029,779,4,20241022,20241231,Active,,70
1030,780,2,20240914,20241231,Active,,108
1031,781,2,20241105,20241231,Active,,56
1032,782,4,20230713,20230812,Expired,,30
1033,783,4,20230903,20231202,xpired,,90
1034,783,1,20231207,20240306,Expired,,90
1035,784,2,20241015,20241114,Expired,,30
1036,784,1,20241117,20241231,Active,,44
1037,785,1,20230113,20230212,Cancelled,Switched to competitor,30
1038,786,2,20240805,20240904,Cancelled,Not enough content,30
1039,787,1,20240427,20240726,Expired,,90
1040,788,4,20230926,20231026,xpired,,30
1041,789,1,20240212,20241231,Active,,323
1042,790,4,20240301,20240828,ancelled,Not enough content,180
1043,791,1,20240703,20240802,Expired,,30
1044,792,4,20231114,20241108,Expired,,360
1045,793,1,20230609,20240603,Expired,,360
1046,794,4,20241027,20241126,Expired,,30
1047,794,3,20241204,20241231,Active,,27
1048,795,2,20240323,20240422,Expired,,30
1049,796,1,20230908,20231008,Expired,,30
1050,796,3,20231027,20241021,Cancelled,Technical issues,360
1051,797,1,20240918,20241217,Cancelled,No longer needed,90
1052,798,2,20241104,20241204,Expired,,30
1053,799,1,20230521,20231117,Expired,,180
1054,800,2,20231222,20240121,Expired,,30
1055,800,1,20240210,20240311,Cancelled,Technical issues,30
1056,801,2,20230923,20231023,Expired,,30
1057,802,4,20231003,20240101,Expired,,90
1058,803,2,20230131,20230501,Expired,,90
1059,803,2,20230502,20240426,Cancelled,,360
1060,804,3,20230307,20230903,ancelled,Too expensive,180
1061,805,2,20230320,20230916,Expired,,180
1062,805,4,20230927,20240921,Cancelled,Technical issues,360
1063,806,1,20240526,20240625,Expired,,30
1064,807,4,20230416,20230715,xpired,,90
1065,807,1,20230803,20230902,Expired,,30
1066,808,1,20240605,20240705,Cancelled,No longer needed,30
1067,809,4,20230908,20231008,Expired,,30
1068,809,2,20231010,20231109,Expired,,30
1069,810,3,20230603,20231130,Expired,,180
1070,810,4,20231211,20240608,Expired,,180
1071,810,4,20240609,20240709,Expired,,30
1072,811,4,20240720,20241018,Cancelled,No longer needed,90
1073,812,3,20231126,20231226,Expired,,30
1074,812,4,20240108,20240207,Expired,,30
1075,813,2,20231005,20240929,Expired,,360
1076,813,3,20240929,20241231,Active,,93
1077,814,2,20241120,20241231,Active,,41
1078,815,1,20230217,20230518,Expired,,90
1079,816,2,20231017,20240115,Expired,,90
1080,817,3,20230109,20230208,Expired,,30
1081,817,1,20230224,20240219,Expired,,360
1082,817,1,20240309,20241231,Active,,297
1083,818,3,20231108,20231208,Expired,,30
1084,818,4,20231226,20240325,Cancelled,,90
1085,819,3,20240828,20241231,Active,,125
1086,820,1,20240713,20241011,Expired,,90
1087,821,2,20230125,20230224,Expired,,30
1088,822,3,20241211,20241231,Active,,20
1089,823,3,20241104,20241231,ctive,,57
1090,824,3,20230417,20231014,Cancelled,,180
1091,825,3,20240518,20240617,Cancelled,Technical issues,30
1092,826,4,20231014,20240112,Cancelled,,90
1093,827,4,20240616,20240716,Expired,,30
1094,827,1,20240720,20240819,Cancelled,,30
1095,828,3,20230328,20240322,Expired,,360
1096,828,1,20240331,20240629,Expired,,90
1097,828,2,20240711,20241009,xpired,,90
1098,829,4,20240208,20240508,Expired,,90
1099,829,1,20240513,20240612,Cancelled,No longer needed,30
1100,830,1,20241109,20241231,Active,,52
1101,831,3,20231119,20231219,Expired,,30
1102,832,2,20231122,20231222,Expired,,30
1103,833,1,20230727,20231025,Expired,,90
1104,834,1,20230609,20231206,Expired,,180
1105,834,4,20231213,20240112,Cancelled,Too expensive,30
1106,835,1,20240221,20240819,Expired,,180
1107,835,2,20240830,20240929,Expired,,30
1108,835,3,20241001,20241231,Active,,91
1109,836,3,20230801,20231030,Expired,,90
1110,836,3,20231110,20231210,Expired,,30
1111,837,3,20230503,20230801,Expired,,90
1112,837,4,20230821,20230920,Cancelled,Technical issues,30
1113,838,1,20241222,20241231,ctive,,9
1114,839,2,20231202,20240530,Expired,,180
1115,840,4,20231231,20240330,Expired,,90
1116,841,1,20230924,20231223,Expired,,90
1117,842,3,20240408,20240508,Expired,,30
1118,843,1,20240418,20240717,xpired,,90
1119,843,1,20240802,20240901,Cancelled,Switched to competitor,30
1120,844,2,20230113,20230212,Cancelled,,30
1121,845,1,20230514,20231110,Cancelled,No longer needed,180
1122,846,1,20241007,20241106,Expired,,30
1123,847,1,20230318,20230914,Expired,,180
1124,848,1,20241023,20241122,ancelled,,30
1125,849,4,20231206,20240105,Expired,,30
1126,850,2,20230622,20240616,Expired,,360
1127,851,3,20240523,20240622,Expired,,30
1128,851,3,20240711,20240810,Expired,,30
1129,852,4,20231229,20240128,Expired,,30
1130,853,2,20240401,20240501,Cancelled,,30
1131,854,3,20230909,20231009,Expired,,30
1132,854,4,20231022,20231121,Expired,,30
1133,855,4,20240717,20240816,Expired,,30
1134,855,4,20240902,20241002,xpired,,30
1135,856,1,20230521,20240515,Expired,,360
1136,856,4,20240521,20240620,Cancelled,,30
1137,857,1,20240622,20240920,Expired,,90
1138,858,2,20230120,20240115,Expired,,360
1139,859,1,20240711,20241231,Active,,173
1140,860,3,20231126,20241120,Expired,,360
1141,861,2,20240903,20241202,Expired,,90
1142,861,2,20241210,20241231,Active,,21
1143,862,2,20231015,20231114,Expired,,30
1144,863,1,20240102,20240201,Expired,,30
1145,864,3,20230413,20240407,Expired,,360
1146,865,2,20230227,20230329,Cancelled,,30
1147,866,2,20240202,20241231,ctive,,333
1148,867,1,20230627,20231224,Expired,,180
1149,867,4,20240113,20240212,Cancelled,Not enough content,30
1150,868,4,20241215,20241231,Active,,16
1151,869,1,20241218,20241231,Active,,13
1152,870,3,20240730,20240829,xpired,,30
1153,871,1,20240519,20240618,Expired,,30
1154,872,3,20230403,20230930,Cancelled,,180
1155,873,1,20240623,20240921,Expired,,90
1156,874,3,20230726,20231024,Expired,,90
1157,874,2,20231026,20231125,xpired,,30
1158,874,3,20231208,20240107,ancelled,,30
1159,875,1,20231128,20241122,Expired,,360
1160,876,2,20230526,20240520,xpired,,360
1161,876,4,20240606,20240904,Expired,,90
1162,877,2,20230316,20230415,Cancelled,,30
1163,878,1,20240823,20241231,Active,,130
1164,879,1,20230611,20230711,Cancelled,Technical issues,30
1165,880,4,20240513,20241109,Expired,,180
1166,881,1,20240729,20241231,Active,,155
1167,882,2,20240101,20240131,Cancelled,,30
1168,883,1,20240123,20241231,Active,,343
1169,884,2,20230701,20231228,Expired,,180
1170,884,4,20231228,20240327,Expired,,90
1171,885,4,20240809,20241231,Active,,144
1172,886,2,20240804,20241231,Active,,149
1173,887,2,20240918,20241018,Expired,,30
1174,888,3,20240523,20240821,Expired,,90
1175,888,3,20240906,20241006,Cancelled,Switched to competitor,30
1176,889,1,20231222,20240321,Expired,,90
1177,889,4,20240401,20240928,Cancelled,No longer needed,180
1178,890,3,20230401,20230928,Expired,,180
1179,890,1,20230929,20231029,Expired,,30
1180,890,4,20231115,20240513,Cancelled,,180
1181,891,4,20231210,20241204,xpired,,360
1182,892,4,20241210,20241231,ctive,,21
1183,893,3,20230102,20230402,Cancelled,,90
1184,894,2,20230620,20231217,Cancelled,,180
1185,895,4,20240713,20241231,Active,,171
1186,896,4,20240814,20240913,Expired,,30
1187,896,3,20241003,20241102,Expired,,30
1188,896,2,20241114,20241231,Active,,47
1189,897,4,20240407,20240507,Cancelled,,30
1190,898,2,20230121,20230720,Expired,,180
1191,899,2,20231217,20240116,Expired,,30
1192,900,3,20230318,20240312,Cancelled,No longer needed,360
1193,901,2,20231213,20240312,Expired,,90
1194,902,2,20241222,20241231,Active,,9
1195,903,1,20240913,20241231,Active,,109
1196,904,2,20230730,20240724,Cancelled,No longer needed,360
1197,905,3,20240707,20240806,Expired,,30
1198,906,3,20230409,20230509,Expired,,30
1199,906,2,20230526,20230625,Cancelled,,30
1200,907,4,20240517,20240616,Expired,,30
1201,908,3,20230331,20230430,Cancelled,Not enough content,30
1202,909,4,20240506,20240605,Expired,,30
1203,909,1,20240610,20241207,Expired,,180
1204,910,3,20241015,20241114,Expired,,30
1205,910,3,20241127,20241231,Active,,34
1206,911,1,20230429,20230529,Cancelled,No longer needed,30
1207,912,3,20241107,20241231,Active,,54
1208,913,2,20230709,20240703,Expired,,360
1209,913,2,20240703,20241001,Cancelled,Not enough content,90
1210,914,3,20240401,20240928,Expired,,180
1211,914,4,20241014,20241113,Cancelled,,30
1212,915,1,20230820,20240814,Expired,,360
1213,916,2,20241214,20241231,ctive,,17
1214,917,2,20240708,20241006,xpired,,90
1215,918,1,20240720,20240819,Cancelled,,30
1216,919,3,20240304,20240403,Cancelled,,30
1217,920,1,20240809,20240908,Cancelled,,30
1218,921,4,20230205,20230307,Expired,,30
1219,922,4,20240808,20241231,Active,,145
1220,923,1,20240404,20240504,Expired,,30
1221,924,3,20230805,20230904,Expired,,30
1222,924,4,20230912,20240906,Expired,,360
1223,925,1,20241130,20241231,Active,,31
1224,926,1,20230601,20231128,ancelled,Too expensive,180
1225,927,1,20230310,20230409,Expired,,30
1226,927,1,20230420,20230520,Cancelled,No longer needed,30
1227,928,2,20231130,20240528,Expired,,180
1228,928,2,20240602,20240702,Cancelled,Switched to competitor,30
1229,929,1,20230113,20230212,Cancelled,,30
1230,930,2,20240305,20240404,Expired,,30
1231,931,2,20240825,20241123,Expired,,90
1232,932,4,20230419,20231016,xpired,,180
1233,932,4,20231016,20240413,Expired,,180
1234,932,3,20240428,20240727,Cancelled,Too expensive,90
1235,933,3,20240702,20240801,Cancelled,Switched to competitor,30
1236,934,3,20241101,20241231,Active,,60
1237,935,2,20230626,20230726,Expired,,30
1238,935,4,20230804,20230903,Expired,,30
1239,936,1,20241128,20241231,Active,,33
1240,937,3,20231206,20240105,Expired,,30
1241,938,3,20231003,20240927,Expired,,360
1242,938,4,20240930,20241231,Active,,92
1243,939,2,20231107,20240205,Cancelled,,90
1244,940,4,20241213,20241231,Active,,18
1245,941,2,20230518,20230816,Expired,,90
1246,941,2,20230818,20230917,Cancelled,Too expensive,30
1247,942,3,20231125,20240523,Cancelled,No longer needed,180
1248,943,2,20230402,20230502,Expired,,30
1249,944,1,20240221,20240322,Expired,,30
1250,944,1,20240324,20240423,Cancelled,,30
1251,945,2,20240118,20240417,Expired,,90
