movie_id,title,genre,language,content_type,release_year,runtime_minutes,imdb_rating,budget_tier
426,Arrive they individual,Romance,English,Series,2012,48,5.3,Low
427,Husband account industry,Fantasy,Spanish,Movie,2019,145,6.4,High
428,Too run range,Action,English,Series,2003,41,6.1,Blockbuster
429,Week form program,Horror,Japanese,Movie,2016,92,6.2,High
430,Water follow seem,Romance,French,Series,1997,43,5.3,Blockbuster
431,Thousand goal yard,Animation,German,Series,1999,26,6.0,Mid
432,Effort issue,Comedy,Hindi,Movie,1998,150,7.6,High
433,Account,Sci-fi,Korean,Movie,2004,137,6.4,Blockbuster
434,Imagine,Comedy,English,Series,2022,52,6.9,Mid
435,Land minute speak,Animation,Korean,Movie,2001,98,5.0,Mid
436,Task fact arm,Thriller,Hindi,Movie,2018,175,4.6,High
437,Increase good,Action,German,Series,2013,53,5.0,Low
438,Blood compare either,Sci-fi,Japanese,Series,2012,34,4.8,Mid
439,Employee show,Comedy,Hindi,Movie,2016,101,7.3,Mid
440,Particularly usually above soon,Reality,Spanish,Movie,1999,149,8.2,Blockbuster
441,Cut image,Romance,Hindi,Movie,1996,131,8.0,High
442,Your admit simply,Animation,English,Movie,2008,140,6.9,Blockbuster
443,Star test room,Reality,German,Movie,2004,80,6.5,Low
444,After early create,Animation,French,Movie,2016,119,5.5,Mid
445,Fear view child defense,Crime,Hindi,Movie,2014,88,7.9,Low
446,Article and really,Action,Korean,Movie,1999,141,6.4,Mid
447,Now,Thriller,German,Series,2007,30,6.9,Blockbuster
448,Save development work since,Thriller,Hindi,Movie,2002,124,6.7,Low
449,Section defense,Romance,English,Series,1999,45,5.8,Low
450,Activity show point statement,Crime,Hindi,Series,2016,29,5.6,Mid
451,Others test try,Fantasy,German,Series,2003,40,5.6,Low
452,There career evening,Animation,English,Series,2004,53,7.5,Low
453,New body,Crime,English,Movie,2010,109,5.7,Blockbuster
454,Home establish actually,Comedy,English,Movie,2012,175,7.0,Blockbuster
455,Trial less government,Reality,Spanish,Movie,2005,114,7.4,Low
456,Seem man write,Romance,English,Movie,1998,160,6.6,Blockbuster
457,Page,Action,English,Series,2023,51,6.6,High
458,Marriage police development,Comedy,English,Series,1997,58,7.1,High
459,Quality thousand,Fantasy,Korean,Movie,2010,169,4.9,Blockbuster
460,Stock seven and price,Fantasy,Korean,Movie,1998,178,7.7,High
461,Ability response economy,Reality,English,Movie,2003,112,5.6,High
462,Practice speak,Romance,English,Series,2006,25,6.7,Low
463,Suddenly,Horror,English,Movie,2002,154,5.7,Blockbuster
464,Wide government,Documentary,English,Movie,2016,114,6.9,Low
465,Over several forward,Reality,English,Series,2010,55,6.4,Blockbuster
466,Particular that,Fantasy,Hindi,Movie,2007,85,7.0,Low
467,Course fine American,Fantasy,Japanese,Movie,1998,153,5.7,Low
468,Nor key,Thriller,Japanese,Movie,2006,154,9.3,Blockbuster
469,Likely mouth least,Reality,Spanish,Series,2018,22,6.6,High
470,Half we prevent at,Horror,English,Movie,2022,138,7.2,Low
471,Scene year rather,Fantasy,English,Series,2018,47,6.6,Low
472,Cut may,Action,Korean,Series,1995,60,7.0,High
473,Stuff floor,Documentary,Spanish,Movie,2020,83,5.8,Blockbuster
474,Them recent south,Romance,Hindi,Series,2006,42,6.2,High
475,Black inside,Thriller,English,Movie,2003,137,7.8,Low
476,Position detail,Reality,Japanese,Movie,2015,113,6.5,Mid
477,All poor reveal,Animation,English,Series,2015,40,7.1,Blockbuster
478,Respond series close,Action,English,Movie,2022,143,6.5,Low
479,Stuff fall might,Crime,Spanish,Movie,2012,174,6.4,Mid
480,Support kitchen,Romance,German,Movie,1998,172,7.1,Low
481,If,Sci-fi,Spanish,Series,2014,51,6.4,Mid
482,Consider opportunity price,Thriller,Hindi,Series,2003,51,8.4,High
483,He word,Horror,Korean,Movie,2023,126,7.1,Mid
484,Type sometimes bed,Sci-fi,German,Movie,1995,94,6.7,Mid
485,May far chair,Animation,English,Series,2017,55,6.5,High
486,Statement start none,Animation,Hindi,Series,2000,45,8.3,Low
487,Performance order age,Comedy,Hindi,Series,2017,58,6.1,Blockbuster
488,Until dog least,Action,French,Movie,2017,123,6.1,High
489,Detail listen,Documentary,Korean,Series,1998,38,6.6,Low
490,Person watch agree,Thriller,French,Movie,2009,85,4.8,Mid
491,This direction,Fantasy,Hindi,Series,2003,21,8.1,Blockbuster
492,Argue remain someone,Reality,English,Series,2002,35,8.5,Mid
493,First evening son,Thriller,Korean,Series,1999,20,7.3,High
494,Physical large provide,Drama,Hindi,Movie,2022,158,4.7,Blockbuster
495,Exactly letter land,Documentary,Hindi,Series,2012,55,7.1,Mid
496,Reflect audience social,Animation,Spanish,Movie,2013,131,8.1,Blockbuster
497,Market finish order,Reality,Hindi,Movie,2020,126,6.6,High
498,Writer these,Sci-fi,English,Movie,2023,110,5.7,High
499,Must rate successful,Comedy,English,Movie,2017,97,6.6,High
500,Leg at,Reality,Hindi,Series,2002,54,7.5,Mid
501,Ask management around ok,Animation,English,Series,2017,50,6.9,High
502,Member part Republican,Crime,Hindi,Series,2002,42,7.6,Mid
503,Cold step decision,Crime,Korean,Movie,2021,86,6.8,Blockbuster
504,Nearly kitchen,Horror,Spanish,Movie,2013,135,6.5,Low
505,Modern technology,Action,Hindi,Series,1995,55,6.8,Blockbuster
506,Reveal,Drama,Japanese,Movie,2023,124,8.3,Blockbuster
507,Human character order,Action,French,Series,1997,42,7.2,Low
508,Congress very,Romance,Hindi,Movie,2013,112,4.8,Low
509,Agreement sure scene natural,Horror,French,Movie,2008,170,6.6,Mid
510,Between up positive,Thriller,German,Movie,2016,137,6.9,High
511,Mission hit pretty,Fantasy,Spanish,Movie,2004,122,6.7,Mid
512,Member card,Animation,English,Series,2008,29,6.4,High
513,Range,Crime,English,Movie,1996,171,6.6,High
514,According I resource,Comedy,English,Series,2014,24,6.7,Blockbuster
515,Already brother lawyer car,Reality,English,Series,2001,35,7.2,Mid
516,Single operation century,Drama,German,Movie,2015,143,5.9,Low
517,Parent discuss ever,Comedy,English,Movie,2007,153,5.8,Blockbuster
518,Production support product,Documentary,Korean,Series,2017,50,7.4,Mid
519,Top TV drug first,Action,French,Movie,1998,119,5.0,High
520,Make least pass,Documentary,Spanish,Movie,2023,112,8.4,Blockbuster
521,Situation ten you,Romance,Hindi,Movie,2007,105,5.6,Mid
522,Full real,Fantasy,Hindi,Series,2015,25,4.9,High
523,Such,Comedy,English,Series,2011,36,8.3,Low
524,Kind science she,Drama,Hindi,Movie,2012,87,6.4,High
525,Beyond forget,Drama,Hindi,Movie,2011,81,7.6,Low
526,Amount such five put,Romance,English,Series,1995,56,6.4,High
527,Help,Action,French,Movie,2001,161,5.4,Blockbuster
528,Popular modern,Thriller,Spanish,Movie,2006,92,5.4,Mid
529,Page theory development event,Crime,Hindi,Series,2000,48,7.6,Mid
530,Enjoy find,Horror,English,Movie,1995,159,8.3,Low
531,Mr bit baby,Comedy,German,Series,2020,39,8.5,High
532,Final low,Fantasy,French,Movie,2000,155,7.3,Mid
533,Reach,Horror,Korean,Movie,2001,157,8.0,Mid
534,Sell view,Sci-fi,Hindi,Series,2009,55,6.4,Blockbuster
535,Surface cup movie,Comedy,Korean,Movie,2016,150,6.7,Low
536,Box physical hour,Sci-fi,Hindi,Movie,1999,110,8.3,Blockbuster
537,Own season old,Documentary,Japanese,Movie,1996,125,7.5,Low
538,There late land,Horror,Korean,Movie,2020,164,6.9,Low
539,Tv,Comedy,Korean,Series,2016,40,8.1,Blockbuster
540,Discussion wind,Fantasy,French,Series,2001,38,9.0,High
541,Environment international factor include,Thriller,French,Movie,2004,160,5.1,Blockbuster
542,Off fall trip,Documentary,Hindi,Series,1997,51,6.2,Low
543,Standard institution,Sci-fi,English,Series,2012,50,6.8,Blockbuster
544,West sport at,Romance,French,Movie,2019,167,6.6,Low
545,Visit party,Drama,Hindi,Movie,2001,91,6.5,High
546,Despite material product,Reality,English,Series,2023,56,6.3,Mid
547,Great war,Reality,German,Series,1996,54,7.9,Low
548,Laugh true over,Romance,English,Movie,2007,104,7.4,High
549,Production do,Drama,Korean,Series,2021,47,6.8,Mid
550,Hour nice sea,Fantasy,English,Movie,2017,85,8.1,Mid
551,Century,Action,Korean,Series,2023,34,7.8,High
552,Stop former happy,Thriller,English,Movie,2010,106,6.7,Low
553,Politics you,Documentary,French,Series,2001,27,5.6,High
554,Dinner feel,Thriller,Korean,Movie,2016,122,6.8,Mid
555,Take say attention,Thriller,French,Movie,2006,131,8.2,Low
556,Phone effect easy,Crime,English,Movie,2002,159,6.2,High
557,Someone agency level,Documentary,Hindi,Movie,2016,153,6.6,High
558,Feel some,Fantasy,Japanese,Movie,2018,114,7.2,Blockbuster
559,Remember home road,Documentary,French,Movie,2021,132,6.6,Blockbuster
560,Sea occur name,Thriller,English,Series,2021,51,6.7,High
561,Tv main,Fantasy,English,Movie,2017,130,6.7,Low
562,Boy as able actually,Horror,Hindi,Movie,1999,164,8.6,Mid
563,Today baby,Comedy,German,Series,1998,30,7.5,Blockbuster
564,Identify necessary,Animation,Hindi,Movie,2005,101,7.2,High
565,Through between,Reality,Spanish,Series,2024,45,4.1,High
566,Study property,Romance,French,Series,2022,56,6.3,High
567,Recognize around opportunity,Comedy,Korean,Movie,2007,105,6.3,Low
568,Data main last,Horror,Hindi,Movie,2001,96,6.5,Low
569,Simply,Comedy,French,Movie,1998,109,8.0,Low
570,Option rest,Action,English,Movie,1997,177,4.8,Low
571,Movie eye,Crime,Spanish,Series,2006,48,5.2,Mid
572,Wife side,Drama,Japanese,Series,2016,52,5.8,Mid
573,Task,Reality,French,Series,2005,22,6.1,Low
574,Interesting table,Sci-fi,French,Movie,2022,112,8.1,Mid
575,Wide see offer,Thriller,English,Series,2023,23,5.8,Blockbuster
576,His standard bring three,Romance,German,Movie,2011,88,6.3,Mid
577,Help least outside,Thriller,English,Movie,2005,164,7.8,Blockbuster
578,Wrong including weight,Horror,English,Movie,1997,111,5.1,High
579,Chair,Action,English,Movie,2012,120,4.9,Low
580,Second trip everyone,Comedy,Hindi,Series,2008,53,6.8,Low
581,Center,Action,Korean,Movie,2018,121,8.1,High
582,Card recognize,Comedy,Spanish,Movie,2016,109,5.4,Low
583,Environmental open,Crime,German,Series,1996,44,5.9,Low
584,Baby,Fantasy,German,Movie,1996,152,5.5,Low
585,Rise will,Horror,English,Series,2024,56,6.8,Blockbuster
586,Determine inside group,Crime,English,Movie,2007,137,5.6,Mid
587,Between,Crime,Spanish,Movie,2003,124,8.3,Blockbuster
588,Ten pass force,Action,English,Series,2009,54,5.0,High
589,Everybody idea,Romance,Hindi,Series,2015,31,6.3,Blockbuster
590,Family pattern,Action,Korean,Movie,2006,174,5.4,Low
591,Early teach,Romance,English,Movie,1999,85,9.8,Blockbuster
592,Leader surface,Animation,Hindi,Movie,2022,109,6.5,Blockbuster
593,Its film than,Fantasy,Korean,Movie,2006,106,5.8,Blockbuster
594,Spend body himself,Documentary,Hindi,Movie,2009,173,7.5,Blockbuster
595,Seem here at,Documentary,Korean,Movie,2009,126,8.4,High
596,Site ground toward high,Documentary,English,Series,1999,53,8.2,Mid
597,Plant green serious police,Reality,Hindi,Movie,2001,152,6.3,Mid
598,Rate heart thing,Reality,English,Movie,2016,180,7.2,High
599,Fear and,Animation,English,Movie,2022,177,8.1,Blockbuster
600,Until why,Romance,English,Series,2001,45,6.9,Mid
