event_id,user_id,movie_id,date_id,device_type,watch_minutes,completion_pct,is_completed,rating_given
19077,1818,225,20230416,Smart TV,13.5,8.6,0,5.0
19078,1887,310,20240619,Web Browser,43.2,72.0,0,1.0
19079,1756,201,20240821,Mobile,60.8,56.8,0,
19080,1165,56,20241225,Mobile,84.1,73.1,0,5.0
19081,312,471,20230517,Smart TV,1.7,3.7,0,1.0
19082,177,146,20240421,Gaming Console,54.8,43.2,0,1.0
19083,2039,363,20241230,Mobile,52.5,40.4,0,2.0
19084,1611,168,20240611,Mobile,25.6,85.2,0,2.0
19085,2780,543,20240116,Gaming Console,33.1,66.3,0,2.0
19086,1950,54,20241013,Web Browser,111.2,67.4,0,2.0
19087,2482,453,20240802,Smart TV,95.2,87.3,0,4.0
19088,2832,141,20240623,Laptop,64.9,40.3,0,
19089,1071,377,20241116,Mobile,11.0,34.3,0,1.0
19090,166,568,20241110,Smart TV,75.3,78.4,0,5.0
19091,465,389,20241222,Gaming Console,24.8,48.6,0,
19092,1407,96,20240927,Smart TV,100.0,57.2,0,2.0
19093,924,293,20240710,Smart TV,88.8,58.4,0,
19094,144,267,20240401,Gaming Console,40.3,29.0,0,
19095,2685,14,20241003,Mobile,12.1,23.2,0,3.0
19096,453,383,20241008,Tablet,96.5,90.2,1,3.0
19097,2329,71,20241114,Smart TV,10.2,21.2,0,2.0
19098,1160,389,20241007,Smart TV,47.0,92.1,1,5.0
19099,1204,125,20241228,Laptop,63.8,69.3,0,4.0
19100,2745,413,20241218,Gaming Console,53.5,33.8,0,5.0
19101,1769,215,20241104,Smart TV,74.1,51.5,0,
19102,124,358,20241227,Laptop,45.7,25.4,0,1.0
19103,1984,205,20231029,Smart TV,36.4,63.8,0,5.0
19104,170,165,20240809,Smart TV,3.0,11.1,0,4.0
19105,2847,563,20240419,Smart TV,21.5,71.8,0,4.0
19106,1971,166,20240531,Smart TV,96.2,63.3,0,
19107,1828,330,20241009,Smart TV,22.0,56.5,0,5.0
19108,2497,121,20231219,Mobile,64.6,46.5,0,4.0
19109,1527,244,20240905,Web Browser,33.3,18.5,0,1.0
19110,1490,337,20240603,Tablet,31.6,19.4,0,5.0
19111,675,411,20240114,Gaming Console,41.8,43.1,0,
19112,2155,292,20240728,Smart TV,14.1,29.5,0,
19113,1328,380,20241124,Mobile,21.8,99.0,1,3.0
19114,1811,360,20230914,Laptop,13.2,33.0,0,
19115,679,553,20241204,Smart TV,12.5,46.2,0,5.0
19116,1930,248,20241218,Laptop,97.1,79.6,0,
19117,1506,344,20240929,Laptop,115.8,70.6,0,1.0
19118,4,564,20240313,Tablet,71.4,70.6,0,
19119,1863,528,20240606,Smart TV,62.2,67.6,0,
19120,2560,571,20241231,Smart TV,29.5,61.5,0,2.0
19121,2967,26,20240110,Mobile,9.2,31.8,0,5.0
19122,1725,535,20230817,Mobile,124.5,83.0,0,
19123,2490,488,20240725,Tablet,95.0,77.2,0,
19124,2545,386,20241018,Smart TV,14.9,33.1,0,1.0
19125,1358,437,20240402,Smart TV,35.0,66.1,0,
19126,355,168,20231006,Tablet,18.3,61.0,0,
19127,2384,368,20240714,Mobile,8.2,27.3,0,3.0
19128,1134,312,20240223,Smart TV,21.7,38.7,0,
19129,1124,73,20240404,Laptop,3.3,2.7,0,5.0
19130,1070,212,20241031,Mobile,3.9,12.9,0,
19131,200,189,20240823,Smart TV,2.3,5.5,0,
19132,1611,475,20240917,Mobile,13.1,9.6,0,5.0
19133,957,21,20240616,Gaming Console,108.7,86.2,0,2.0
19134,1881,262,20240928,Laptop,121.7,78.0,0,2.0
19135,1563,70,20240208,Tablet,74.0,63.3,0,4.0
19136,2274,425,20241014,Mobile,121.6,88.8,0,5.0
19137,1414,590,20240801,Mobile,43.3,24.9,0,1.0
19138,589,105,20231212,Web Browser,52.0,56.5,0,3.0
19139,1863,430,20240310,Gaming Console,25.9,60.3,0,
19140,111,382,20240729,Smart TV,12.3,40.9,0,
19141,814,400,20241213,Tablet,27.3,71.9,0,4.0
19142,1909,582,20231105,Smart TV,71.3,65.4,0,
19143,452,130,20230801,Smart TV,26.8,83.7,0,
19144,1976,355,20240306,Smart TV,71.3,60.4,0,1.0
19145,2879,395,20241130,Mobile,43.7,40.1,0,4.0
19146,162,338,20240520,Laptop,16.5,45.9,0,4.0
19147,1663,102,20240513,Laptop,20.0,41.6,0,5.0
19148,1466,49,20241122,Mobile,126.2,84.7,0,5.0
19149,2629,576,20241008,Smart TV,46.6,52.9,0,5.0
19150,1142,584,20241223,Mobile,92.6,60.9,0,
19151,1202,205,20241229,Smart TV,46.6,81.7,0,1.0
19152,98,80,20240920,Laptop,29.6,52.9,0,
19153,1451,435,20241203,Laptop,50.0,51.0,0,5.0
19154,1753,347,20231224,Mobile,27.9,20.5,0,5.0
19155,499,204,20241118,Tablet,43.2,92.0,1,5.0
19156,1235,8,20240808,Web Browser,31.8,74.1,0,1.0
19157,267,308,20240501,Tablet,143.8,89.3,0,3.0
19158,2661,523,20240709,Smart TV,16.3,45.3,0,3.0
19159,427,271,20241230,Laptop,18.9,90.1,1,4.0
19160,1283,31,20241123,Mobile,42.6,94.8,1,
19161,234,438,20240213,Mobile,16.5,48.6,0,2.0
19162,1283,324,20241110,Smart TV,16.8,36.4,0,2.0
19163,2712,463,20230620,Tablet,150.9,98.0,1,
19164,1279,386,20240728,Mobile,24.6,54.6,0,1.0
19165,1201,60,20241218,Mobile,73.0,45.6,0,5.0
19166,609,61,20240202,Smart TV,28.1,80.2,0,5.0
19167,1973,485,20240922,Laptop,37.1,67.4,0,4.0
19168,2736,267,20241224,Tablet,96.4,69.3,0,1.0
19169,2965,99,20241229,Mobile,98.5,65.2,0,
19170,1853,9,20231103,Smart TV,73.8,88.9,0,4.0
19171,1230,458,20240911,Tablet,34.8,60.0,0,
19172,1264,544,20240503,Web Browser,14.1,8.5,0,5.0
19173,429,357,20230902,Gaming Console,12.2,57.9,0,
19174,1137,474,20240812,Mobile,27.9,66.4,0,4.0
19175,1871,585,20240710,Laptop,31.8,56.8,0,
19176,129,262,20241118,Laptop,63.3,40.6,0,5.0
19177,2415,97,20240604,Gaming Console,2.5,9.5,0,5.0
19178,626,57,20240710,Mobile,137.4,76.7,0,2.0
19179,704,504,20241231,Smart TV,118.8,88.0,0,3.0
19180,394,516,20241105,Smart TV,68.9,48.2,0,
19181,314,531,20230921,Smart TV,31.3,80.2,0,4.0
19182,1834,523,20241002,Mobile,5.0,13.8,0,2.0
19183,2564,26,20240326,Mobile,23.5,81.1,0,
19184,3,458,20240826,Web Browser,17.4,30.1,0,2.0
19185,2892,409,20241222,Smart TV,11.5,33.9,0,5.0
19186,2818,400,20241128,Mobile,22.0,57.9,0,
19187,1791,119,20241101,Mobile,36.1,83.9,0,5.0
19188,1539,588,20240720,Mobile,37.1,68.8,0,1.0
19189,2117,172,20241222,Smart TV,42.3,32.1,0,4.0
19190,1254,362,20240723,Smart TV,56.4,68.8,0,
19191,1050,44,20240629,Tablet,18.9,70.2,0,
19192,1417,532,20241215,Smart TV,118.2,76.3,0,2.0
19193,2961,575,20241230,Tablet,11.4,49.8,0,5.0
19194,2018,39,20231017,Tablet,17.9,15.6,0,2.0
19195,1666,77,20240120,Tablet,91.2,70.1,0,4.0
19196,58,504,20241209,Smart TV,117.0,86.6,0,2.0
19197,118,476,20240403,Smart TV,32.5,28.8,0,1.0
19198,862,243,20231228,Laptop,55.3,47.7,0,1.0
19199,2546,357,20231216,Laptop,13.3,63.1,0,1.0
19200,2520,558,20240414,Smart TV,56.4,49.5,0,
19201,334,131,20241025,Mobile,80.4,75.2,0,
19202,853,142,20240807,Web Browser,26.1,19.2,0,
19203,757,165,20240413,Smart TV,16.6,61.6,0,
19204,579,416,20240303,Laptop,87.0,50.9,0,3.0
19205,1787,541,20240619,Tablet,139.0,86.9,0,1.0
19206,1902,285,20240626,Tablet,46.0,54.1,0,5.0
19207,1266,280,20240618,Tablet,14.2,64.7,0,5.0
19208,1876,519,20241218,Smart TV,78.2,65.7,0,5.0
19209,2976,103,20231101,Web Browser,26.2,77.0,0,2.0
19210,2814,334,20240831,Mobile,79.6,50.4,0,5.0
19211,573,304,20230527,Gaming Console,70.8,70.1,0,
19212,2999,556,20230826,Smart TV,106.6,67.0,0,
19213,1047,26,20231106,Smart TV,8.9,30.7,0,
19214,2409,79,20240909,Smart TV,28.7,47.8,0,
19215,239,164,20240927,Gaming Console,3.5,5.8,0,5.0
19216,1359,314,20241110,Smart TV,10.6,34.1,0,5.0
19217,2395,400,20240413,Smart TV,17.4,45.9,0,4.0
19218,1331,452,20241222,Mobile,24.8,46.9,0,
19219,2236,467,20231218,Smart TV,50.4,33.0,0,5.0
19220,815,465,20240605,Smart TV,27.8,50.6,0,2.0
19221,411,39,20240812,Web Browser,73.9,64.3,0,2.0
19222,2059,126,20231210,Smart TV,19.4,39.6,0,3.0
19223,502,144,20241114,Smart TV,5.9,13.8,0,1.0
19224,2749,238,20230604,Smart TV,70.3,78.1,0,
19225,1283,559,20241104,Mobile,96.5,73.1,0,
19226,2960,52,20240810,Mobile,27.7,29.5,0,5.0
19227,2528,272,20241123,Laptop,148.3,92.7,1,5.0
19228,2401,502,20240625,Gaming Console,29.0,69.0,0,1.0
19229,2227,115,20240119,Mobile,5.4,19.8,0,
19230,1676,41,20231216,Mobile,17.9,57.9,0,1.0
19231,783,68,20231118,Smart TV,25.7,21.8,0,5.0
19232,22,344,20240928,Laptop,120.0,73.2,0,
19233,1309,102,20240702,Smart TV,31.6,65.8,0,2.0
19234,534,150,20241218,Tablet,28.7,77.6,0,5.0
19235,677,447,20241129,Mobile,22.4,74.6,0,4.0
19236,235,200,20240919,Smart TV,12.4,47.7,0,1.0
19237,654,418,20241222,Smart TV,66.8,56.6,0,3.0
19238,2073,196,20240720,Mobile,11.3,37.8,0,1.0
19239,1137,187,20240529,Gaming Console,60.0,38.0,0,1.0
19240,251,83,20241111,Smart TV,59.8,47.8,0,4.0
19241,74,37,20241106,Smart TV,122.6,79.1,0,4.0
19242,1621,71,20240701,Mobile,24.5,51.0,0,3.0
19243,906,485,20241028,Mobile,37.1,67.4,0,1.0
19244,227,377,20240828,Laptop,13.7,42.9,0,
19245,2261,408,20241226,Mobile,62.1,42.2,0,4.0
19246,853,290,20241122,Mobile,65.0,70.7,0,
19247,1854,224,20240918,Mobile,37.9,39.9,0,
19248,1539,175,20241017,Smart TV,15.4,12.2,0,3.0
19249,691,282,20240926,Smart TV,144.6,84.5,0,
19250,2732,503,20241029,Tablet,73.4,85.3,0,2.0
19251,523,80,20241121,Laptop,51.9,92.7,1,1.0
19252,2582,44,20240213,Gaming Console,21.1,78.1,0,2.0
19253,532,31,20240823,Laptop,15.2,33.8,0,4.0
19254,2987,388,20241226,Mobile,23.9,41.9,0,5.0
19255,34,110,20231112,Smart TV,25.4,77.0,0,5.0
19256,135,162,20240903,Web Browser,72.8,42.1,0,2.0
19257,149,134,20240619,Web Browser,42.4,38.9,0,
19258,1138,493,20241109,Tablet,12.4,62.2,0,2.0
19259,2844,492,20240722,Tablet,14.2,40.7,0,2.0
19260,1317,162,20240912,Mobile,77.8,45.0,0,2.0
19261,614,342,20240420,Tablet,103.3,78.3,0,
19262,406,568,20230802,Mobile,68.1,70.9,0,
19263,1252,39,20241118,Smart TV,54.7,47.5,0,3.0
19264,616,509,20231212,Laptop,160.6,94.5,1,
19265,529,55,20240226,Mobile,62.1,57.5,0,
19266,2991,451,20240704,Tablet,27.2,67.9,0,2.0
19267,230,116,20240804,Smart TV,33.5,55.9,0,
19268,1584,367,20241124,Laptop,67.5,44.4,0,
19269,775,455,20240122,Mobile,70.6,61.9,0,
19270,1186,501,20240601,Mobile,32.5,64.9,0,3.0
19271,1756,527,20240113,Tablet,125.3,77.8,0,4.0
19272,2586,364,20241223,Web Browser,19.6,37.8,0,
19273,2517,237,20231129,Mobile,79.5,45.4,0,4.0
19274,2994,43,20240425,Smart TV,127.0,80.4,0,
19275,179,332,20241117,Tablet,64.5,59.2,0,3.0
19276,1996,530,20230627,Mobile,139.9,88.0,0,
19277,2481,150,20230705,Web Browser,22.1,59.7,0,4.0
19278,365,73,20241126,Laptop,60.5,48.8,0,
19279,460,481,20241216,Smart TV,22.3,43.7,0,1.0
19280,260,179,20240410,Smart TV,99.2,66.2,0,5.0
19281,1173,258,20240311,Mobile,22.5,51.0,0,
19282,481,96,20241109,Mobile,49.8,28.5,0,
19283,2144,358,20241108,Mobile,35.4,19.7,0,
19284,1299,107,20240904,Web Browser,62.4,44.6,0,
19285,122,190,20241009,Tablet,18.7,85.1,0,3.0
19286,1640,375,20241004,Laptop,93.3,69.6,0,4.0
19287,984,79,20240518,Web Browser,18.3,30.5,0,4.0
19288,1386,515,20240402,Smart TV,12.1,34.5,0,1.0
19289,92,133,20240702,Smart TV,58.3,50.7,0,5.0
19290,685,224,20241231,Laptop,77.6,81.7,0,3.0
19291,1811,413,20240328,Mobile,97.4,61.6,0,2.0
19292,917,96,20240923,Mobile,131.8,75.3,0,
19293,2644,442,20241205,Gaming Console,114.2,81.5,0,
19294,1545,504,20241029,Web Browser,68.0,50.3,0,
19295,2679,373,20241109,Smart TV,11.4,8.4,0,
19296,1988,378,20240323,Smart TV,89.1,58.2,0,5.0
19297,658,477,20241204,Laptop,26.1,65.3,0,5.0
19298,120,548,20240323,Laptop,73.7,70.9,0,
19299,2838,591,20230615,Gaming Console,62.7,73.7,0,
19300,1321,199,20241013,Tablet,99.0,59.3,0,3.0
19301,971,457,20241011,Smart TV,36.6,71.7,0,1.0
19302,2992,574,20241220,Mobile,69.5,62.0,0,
19303,1380,377,20241023,Gaming Console,11.2,35.1,0,5.0
19304,2675,256,20241013,Laptop,29.8,50.5,0,5.0
19305,2377,3,20241208,Smart TV,97.2,77.8,0,2.0
19306,1005,365,20241017,Tablet,18.3,12.7,0,5.0
19307,517,519,20241010,Smart TV,75.5,63.5,0,5.0
19308,459,228,20241222,Laptop,11.0,18.4,0,1.0
19309,225,408,20240316,Smart TV,56.8,38.6,0,4.0
19310,1967,117,20240421,Laptop,13.0,29.0,0,5.0
19311,786,440,20241128,Mobile,100.3,67.3,0,5.0
19312,1113,49,20240507,Tablet,106.0,71.2,0,1.0
19313,1854,216,20241020,Mobile,73.6,45.2,0,
19314,2203,360,20240811,Gaming Console,33.0,82.5,0,2.0
19315,1525,594,20230525,Smart TV,63.7,36.8,0,4.0
19316,2677,135,20240912,Web Browser,28.4,97.9,1,
19317,2308,89,20240815,Web Browser,53.0,53.0,0,1.0
19318,451,51,20240329,Web Browser,144.2,83.4,0,5.0
19319,430,522,20241110,Tablet,7.3,29.0,0,
19320,1254,523,20241122,Web Browser,33.6,93.3,1,1.0
19321,424,188,20240210,Laptop,50.8,29.3,0,
19322,1106,556,20240328,Smart TV,135.6,85.3,0,3.0
19323,293,480,20240222,Mobile,106.2,61.7,0,3.0
19324,2436,196,20231202,Smart TV,11.6,38.8,0,5.0
19325,661,75,20230717,Laptop,12.5,33.8,0,1.0
19326,1204,272,20241229,Laptop,116.3,72.7,0,5.0
19327,2313,492,20241005,Smart TV,6.1,17.3,0,4.0
19328,2658,571,20240728,Mobile,41.5,86.4,0,
19329,353,103,20230727,Web Browser,24.9,73.3,0,3.0
19330,1408,222,20240706,Laptop,25.7,71.5,0,
19331,1781,545,20241123,Smart TV,41.0,45.1,0,5.0
19332,1258,255,20240513,Mobile,45.6,32.8,0,
19333,842,332,20240608,Mobile,106.9,98.0,1,5.0
19334,683,586,20241105,Mobile,113.4,82.7,0,
19335,2497,397,20230910,Smart TV,90.9,56.1,0,
19336,2940,97,20241214,Laptop,19.3,74.3,0,
19337,1920,530,20240323,Mobile,97.3,61.2,0,1.0
19338,1463,390,20241219,Smart TV,47.5,45.7,0,3.0
19339,239,25,20240902,Mobile,7.2,18.0,0,4.0
19340,2073,142,20240120,Mobile,99.1,72.9,0,
19341,218,146,20240309,Laptop,102.7,80.9,0,4.0
19342,2858,266,20231031,Web Browser,31.9,27.5,0,
19343,1078,443,20240803,Smart TV,60.8,76.1,0,
19344,1411,448,20240731,Mobile,29.4,23.7,0,4.0
19345,906,335,20241225,Web Browser,75.9,75.9,0,4.0
19346,2761,85,20240301,Mobile,145.5,85.1,0,4.0
19347,116,246,20241203,Smart TV,79.5,46.7,0,
19348,2792,481,20240222,Smart TV,26.3,51.5,0,5.0
19349,1079,4,20240809,Laptop,22.1,24.8,0,2.0
19350,2050,561,20241101,Mobile,90.8,69.9,0,5.0
19351,2095,302,20230905,Mobile,152.2,94.0,1,3.0
19352,2352,25,20231221,Smart TV,30.9,77.3,0,
19353,2293,431,20240311,Laptop,20.2,77.7,0,4.0
19354,498,549,20241005,Smart TV,15.5,33.0,0,4.0
19355,961,450,20231011,Smart TV,1.9,6.7,0,
19356,843,355,20240609,Mobile,104.3,88.4,0,5.0
19357,1116,412,20240625,Laptop,55.2,49.3,0,1.0
19358,300,130,20241203,Smart TV,26.7,83.6,0,
19359,143,592,20241222,Mobile,26.8,24.5,0,2.0
19360,1927,394,20240708,Tablet,12.8,53.3,0,5.0
19361,1870,322,20240228,Smart TV,31.9,23.6,0,4.0
19362,351,119,20240507,Mobile,20.6,48.0,0,4.0
19363,1405,574,20240616,Tablet,79.0,70.6,0,5.0
19364,1067,16,20241121,Laptop,35.6,67.1,0,2.0
19365,843,346,20240619,Smart TV,45.1,82.0,0,
19366,368,226,20241125,Gaming Console,30.5,80.3,0,1.0
19367,1537,551,20230514,Laptop,3.0,8.8,0,5.0
19368,2311,144,20240120,Mobile,19.7,45.8,0,1.0
19369,2025,34,20241022,Smart TV,71.5,52.2,0,1.0
19370,35,191,20241226,Mobile,110.4,83.0,0,5.0
19371,2053,21,20230529,Laptop,91.5,72.6,0,
19372,2409,93,20240917,Gaming Console,17.7,38.5,0,3.0
19373,305,342,20230906,Mobile,61.5,46.6,0,
19374,1015,559,20241119,Mobile,95.0,72.0,0,3.0
19375,1328,499,20241107,Gaming Console,40.8,42.0,0,3.0
19376,2545,363,20240629,Tablet,73.5,56.5,0,5.0
19377,580,239,20241030,Mobile,75.4,66.7,0,2.0
19378,2855,484,20240219,Smart TV,56.0,59.6,0,
19379,2725,39,20241119,Smart TV,54.4,47.3,0,
19380,2310,108,20240809,Mobile,54.6,41.4,0,1.0
19381,61,67,20230119,Laptop,6.4,18.4,0,1.0
19382,2125,124,20241223,Tablet,58.9,73.7,0,4.0
19383,864,252,20240627,Smart TV,135.4,88.5,0,5.0
19384,453,182,20240320,Smart TV,23.1,57.8,0,5.0
19385,1892,552,20241113,Tablet,35.2,33.2,0,4.0
19386,2459,129,20240131,Smart TV,15.6,26.5,0,
19387,1508,374,20230320,Mobile,26.7,45.3,0,
19388,1914,121,20241202,Smart TV,94.6,68.1,0,1.0
19389,2314,137,20241026,Smart TV,114.6,69.5,0,2.0
19390,1381,484,20240209,Tablet,63.5,67.5,0,
19391,2487,347,20230921,Tablet,66.4,48.8,0,
19392,102,233,20231230,Smart TV,144.4,98.2,1,3.0
19393,717,34,20241022,Mobile,107.6,78.6,0,1.0
19394,1222,165,20241203,Mobile,11.5,42.5,0,5.0
19395,120,280,20240403,Smart TV,12.9,58.8,0,
19396,2389,6,20240503,Mobile,45.3,50.9,0,5.0
19397,2565,425,20240515,Tablet,80.7,58.9,0,
19398,1832,256,20230915,Smart TV,9.4,15.9,0,1.0
19399,1640,303,20240418,Gaming Console,26.9,18.4,0,5.0
19400,2857,436,20240911,Tablet,92.2,52.7,0,2.0
19401,2737,184,20241001,Mobile,12.5,62.4,0,2.0
19402,2564,385,20230716,Smart TV,122.1,70.2,0,3.0
19403,2007,236,20240220,Tablet,38.2,31.1,0,
19404,2094,367,20240805,Laptop,96.2,63.3,0,
19405,1396,262,20240811,Laptop,150.0,96.2,1,2.0
19406,1512,158,20231013,Mobile,24.6,76.8,0,5.0
19407,572,402,20240928,Smart TV,68.1,41.2,0,3.0
19408,1098,579,20231001,Smart TV,34.9,29.1,0,5.0
19409,14,583,20241202,Smart TV,36.4,82.6,0,2.0
19410,1294,228,20240610,Laptop,26.1,43.5,0,
19411,1096,276,20241207,Smart TV,32.9,39.7,0,5.0
19412,1789,569,20240829,Tablet,65.4,60.0,0,4.0
19413,1916,390,20241118,Smart TV,34.7,33.4,0,4.0
19414,1629,69,20241207,Smart TV,116.2,81.9,0,
19415,538,381,20240917,Laptop,26.3,65.6,0,
19416,594,276,20230911,Smart TV,52.8,63.6,0,4.0
19417,1898,362,20230520,Mobile,74.5,90.8,1,
19418,1611,385,20241225,Smart TV,106.7,61.3,0,4.0
19419,1915,253,20240717,Gaming Console,9.7,38.8,0,5.0
19420,1343,183,20240310,Web Browser,29.5,35.1,0,1.0
19421,2675,423,20240218,Laptop,43.5,96.7,1,
19422,1545,167,20241106,Laptop,10.3,41.0,0,
19423,2132,386,20230709,Web Browser,22.3,49.5,0,
19424,638,333,20240828,Smart TV,85.5,48.0,0,2.0
19425,516,257,20241111,Mobile,28.4,34.6,0,1.0
19426,2725,580,20240627,Smart TV,41.0,77.3,0,
19427,1734,85,20240613,Gaming Console,122.2,71.5,0,5.0
19428,652,487,20241212,Smart TV,40.6,70.1,0,3.0
19429,1744,160,20240425,Smart TV,21.4,49.9,0,4.0
19430,2632,300,20240221,Tablet,12.0,41.3,0,
19431,1991,353,20241207,Web Browser,50.7,36.2,0,
19432,1613,338,20240929,Tablet,18.0,50.1,0,
19433,2204,41,20240727,Smart TV,23.7,76.4,0,
19434,653,575,20240414,Gaming Console,20.8,90.3,1,
19435,1211,489,20240816,Web Browser,8.6,22.6,0,3.0
19436,1677,348,20240425,Laptop,18.0,45.0,0,1.0
19437,2583,282,20241224,Mobile,72.6,42.4,0,1.0
19438,2215,396,20241109,Mobile,42.7,85.5,0,3.0
19439,1268,281,20241108,Web Browser,22.4,51.0,0,5.0
19440,2033,330,20241124,Smart TV,28.7,73.6,0,
19441,792,158,20231227,Mobile,22.7,70.9,0,5.0
19442,2266,12,20241224,Laptop,42.9,75.2,0,
19443,2389,340,20241122,Mobile,27.1,67.7,0,
19444,962,421,20241007,Laptop,13.7,62.4,0,
19445,2547,308,20231207,Laptop,47.2,29.3,0,
19446,675,31,20240619,Tablet,16.4,36.4,0,5.0
19447,1916,578,20241217,Mobile,57.2,51.5,0,4.0
19448,1926,391,20241205,Smart TV,115.0,81.6,0,5.0
19449,1415,426,20241111,Mobile,0.9,1.9,0,
19450,2901,317,20231119,Laptop,84.9,77.9,0,
19451,1316,581,20240511,Smart TV,71.6,59.1,0,4.0
19452,95,217,20231130,Smart TV,32.8,69.9,0,5.0
19453,1467,127,20241227,Mobile,29.5,86.7,0,3.0
19454,865,141,20231118,Mobile,85.8,53.3,0,5.0
19455,1782,163,20240609,Mobile,33.7,91.2,1,5.0
19456,1950,343,20240306,Gaming Console,7.5,20.4,0,5.0
19457,1324,502,20241201,Tablet,39.4,93.8,1,1.0
19458,2753,137,20241108,Mobile,63.7,38.6,0,5.0
19459,145,271,20241226,Web Browser,11.4,54.4,0,2.0
19460,2852,496,20241022,Tablet,110.7,84.5,0,2.0
19461,1266,565,20241212,Smart TV,19.6,43.7,0,
19462,1373,385,20231023,Laptop,34.4,19.8,0,5.0
19463,2608,459,20241117,Gaming Console,141.8,83.9,0,2.0
19464,401,77,20240427,Smart TV,35.6,27.4,0,4.0
19465,2798,116,20240907,Gaming Console,43.7,72.9,0,
19466,2236,479,20241025,Mobile,65.1,37.4,0,3.0
19467,623,294,20240803,Smart TV,121.5,83.2,0,1.0
19468,622,467,20240308,Smart TV,115.3,75.4,0,
19469,2699,20,20241004,Smart TV,67.0,74.5,0,5.0
19470,2097,111,20240622,Tablet,28.8,82.2,0,5.0
19471,1533,465,20241025,Smart TV,39.4,71.7,0,5.0
19472,1301,264,20240113,Mobile,56.5,52.4,0,5.0
19473,1892,518,20240425,Laptop,24.6,49.2,0,
19474,2774,190,20241127,Smart TV,17.5,79.6,0,4.0
19475,1745,94,20240413,Mobile,83.3,84.2,0,2.0
19476,231,204,20231129,Smart TV,37.5,79.9,0,2.0
19477,2534,157,20240326,Mobile,80.4,59.1,0,1.0
19478,1319,40,20240522,Tablet,6.2,26.9,0,
19479,2510,391,20240825,Gaming Console,111.1,78.8,0,
19480,893,335,20230716,Mobile,70.3,70.3,0,5.0
19481,2575,599,20241229,Tablet,135.7,76.7,0,1.0
19482,1791,251,20240703,Laptop,39.3,23.7,0,
19483,239,588,20231109,Mobile,30.4,56.3,0,3.0
19484,439,456,20241117,Web Browser,48.6,30.4,0,5.0
19485,1638,257,20241029,Mobile,61.4,74.9,0,2.0
19486,2835,494,20240909,Tablet,69.7,44.1,0,5.0
19487,769,171,20240620,Smart TV,10.1,26.6,0,2.0
19488,947,213,20240829,Mobile,86.7,96.4,1,
19489,2716,481,20240122,Gaming Console,38.1,74.7,0,
19490,1051,580,20230306,Smart TV,31.1,58.7,0,5.0
19491,2954,348,20240701,Smart TV,13.5,33.8,0,
19492,1315,251,20230908,Smart TV,52.0,31.3,0,2.0
19493,2104,334,20241029,Smart TV,125.5,79.4,0,
19494,2188,377,20240209,Laptop,8.9,27.8,0,4.0
19495,1718,259,20240815,Smart TV,7.4,16.4,0,
19496,349,311,20240712,Tablet,100.9,88.5,0,1.0
19497,2712,485,20241001,Laptop,49.7,90.4,1,
19498,610,406,20241211,Smart TV,24.0,48.0,0,3.0
19499,1887,224,20241128,Tablet,46.3,48.7,0,3.0
19500,1088,152,20241201,Smart TV,10.8,51.4,0,3.0
19501,1037,264,20241218,Smart TV,61.8,57.2,0,5.0
19502,2299,569,20241218,Smart TV,25.9,23.7,0,
19503,1919,262,20241120,Tablet,113.4,72.7,0,1.0
19504,431,326,20241127,Smart TV,19.8,55.0,0,
19505,1869,550,20231106,Smart TV,13.9,16.4,0,5.0
19506,1275,70,20241018,Smart TV,97.5,83.3,0,2.0
19507,2198,271,20241125,Laptop,4.6,21.8,0,3.0
19508,2413,518,20230503,Tablet,33.9,67.9,0,1.0
19509,1171,584,20241221,Smart TV,32.3,21.3,0,2.0
19510,841,23,20231015,Mobile,31.4,58.1,0,3.0
19511,1968,428,20240526,Mobile,26.5,64.8,0,3.0
19512,2805,455,20240623,Tablet,86.7,76.0,0,
19513,557,6,20241117,Web Browser,61.3,68.9,0,5.0
19514,308,558,20240521,Mobile,111.2,97.5,1,
19515,667,166,20241109,Laptop,139.7,91.9,1,3.0
19516,1255,41,20241204,Smart TV,13.4,43.2,0,1.0
19517,1323,71,20241016,Laptop,41.3,86.1,0,3.0
19518,1439,421,20241118,Laptop,6.6,30.1,0,
19519,569,512,20231214,Laptop,15.0,51.7,0,4.0
19520,1958,584,20240129,Smart TV,121.0,79.6,0,
19521,1611,510,20231214,Mobile,59.3,43.3,0,
19522,2353,523,20240828,Tablet,32.6,90.5,1,
19523,197,109,20241101,Mobile,25.0,62.4,0,3.0
19524,193,593,20230706,Laptop,58.7,55.4,0,
19525,2394,259,20241022,Mobile,31.1,69.1,0,5.0
19526,2489,43,20240716,Smart TV,97.1,61.5,0,
19527,623,268,20240730,Smart TV,141.0,91.5,1,5.0
19528,562,502,20240729,Smart TV,19.3,45.8,0,4.0
19529,1671,599,20240522,Smart TV,157.7,89.1,0,
19530,2350,175,20241003,Gaming Console,51.5,40.9,0,
19531,1610,544,20240118,Mobile,100.3,60.1,0,
19532,1195,548,20240616,Mobile,71.1,68.4,0,2.0
19533,762,557,20231213,Laptop,22.5,14.7,0,5.0
19534,1931,492,20240707,Tablet,23.8,68.1,0,
19535,1703,529,20241209,Mobile,41.0,85.4,0,4.0
19536,372,502,20240422,Smart TV,16.1,38.3,0,1.0
19537,2475,93,20240415,Mobile,17.6,38.2,0,
19538,929,299,20240115,Laptop,86.5,79.4,0,1.0
